"uSeed","l2.dist","Model","N","phi","T","sim.Seed","Rep","sim.Path","sim.File"
5491963,"Chi2","BinAR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5491963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5491967,"Gaussian","Chi2AR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5491967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5491974,"Chi2","Chi2AR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5491974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5491978,"Gaussian","DAR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5491978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5491985,"Chi2","DAR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5491985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5491989,"Gaussian","PoDAR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5491989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5491996,"Chi2","PoDAR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5491996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5492000,"Gaussian","NAR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5492000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5492007,"Chi2","NAR",100,0.4,30,0,549,"simulation-files/sim-files","sim_uSeed-5492007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-549.rds"
5493286,"Gaussian","BinAR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493293,"Chi2","BinAR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493297,"Gaussian","Chi2AR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493304,"Chi2","Chi2AR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493308,"Gaussian","DAR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493315,"Chi2","DAR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493319,"Gaussian","PoDAR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493326,"Chi2","PoDAR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493330,"Gaussian","NAR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5493337,"Chi2","NAR",100,0.4,100,0,549,"simulation-files/sim-files","sim_uSeed-5493337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-549.rds"
5501956,"Gaussian","BinAR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5501956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5501963,"Chi2","BinAR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5501963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5501967,"Gaussian","Chi2AR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5501967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5501974,"Chi2","Chi2AR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5501974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5501978,"Gaussian","DAR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5501978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5501985,"Chi2","DAR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5501985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5501989,"Gaussian","PoDAR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5501989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5501996,"Chi2","PoDAR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5501996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5502000,"Gaussian","NAR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5502000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5502007,"Chi2","NAR",100,0.4,30,0,550,"simulation-files/sim-files","sim_uSeed-5502007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-550.rds"
5503286,"Gaussian","BinAR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503293,"Chi2","BinAR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503297,"Gaussian","Chi2AR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503304,"Chi2","Chi2AR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503308,"Gaussian","DAR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503315,"Chi2","DAR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503319,"Gaussian","PoDAR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503326,"Chi2","PoDAR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503330,"Gaussian","NAR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5503337,"Chi2","NAR",100,0.4,100,0,550,"simulation-files/sim-files","sim_uSeed-5503337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-550.rds"
5511956,"Gaussian","BinAR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5511956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5511963,"Chi2","BinAR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5511963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5511967,"Gaussian","Chi2AR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5511967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5511974,"Chi2","Chi2AR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5511974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5511978,"Gaussian","DAR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5511978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5511985,"Chi2","DAR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5511985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5511989,"Gaussian","PoDAR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5511989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5511996,"Chi2","PoDAR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5511996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5512000,"Gaussian","NAR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5512000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5512007,"Chi2","NAR",100,0.4,30,0,551,"simulation-files/sim-files","sim_uSeed-5512007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-551.rds"
5513286,"Gaussian","BinAR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513293,"Chi2","BinAR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513297,"Gaussian","Chi2AR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513304,"Chi2","Chi2AR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513308,"Gaussian","DAR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513315,"Chi2","DAR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513319,"Gaussian","PoDAR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513326,"Chi2","PoDAR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513330,"Gaussian","NAR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5513337,"Chi2","NAR",100,0.4,100,0,551,"simulation-files/sim-files","sim_uSeed-5513337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-551.rds"
5521956,"Gaussian","BinAR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5521956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5521963,"Chi2","BinAR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5521963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5521967,"Gaussian","Chi2AR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5521967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5521974,"Chi2","Chi2AR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5521974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5521978,"Gaussian","DAR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5521978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5521985,"Chi2","DAR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5521985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5521989,"Gaussian","PoDAR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5521989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5521996,"Chi2","PoDAR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5521996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5522000,"Gaussian","NAR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5522000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5522007,"Chi2","NAR",100,0.4,30,0,552,"simulation-files/sim-files","sim_uSeed-5522007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-552.rds"
5523286,"Gaussian","BinAR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523293,"Chi2","BinAR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523297,"Gaussian","Chi2AR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523304,"Chi2","Chi2AR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523308,"Gaussian","DAR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523315,"Chi2","DAR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523319,"Gaussian","PoDAR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523326,"Chi2","PoDAR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523330,"Gaussian","NAR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5523337,"Chi2","NAR",100,0.4,100,0,552,"simulation-files/sim-files","sim_uSeed-5523337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-552.rds"
5531956,"Gaussian","BinAR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5531956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5531963,"Chi2","BinAR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5531963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5531967,"Gaussian","Chi2AR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5531967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5531974,"Chi2","Chi2AR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5531974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5531978,"Gaussian","DAR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5531978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5531985,"Chi2","DAR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5531985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5531989,"Gaussian","PoDAR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5531989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5531996,"Chi2","PoDAR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5531996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5532000,"Gaussian","NAR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5532000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5532007,"Chi2","NAR",100,0.4,30,0,553,"simulation-files/sim-files","sim_uSeed-5532007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-553.rds"
5533286,"Gaussian","BinAR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533293,"Chi2","BinAR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533297,"Gaussian","Chi2AR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533304,"Chi2","Chi2AR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533308,"Gaussian","DAR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533315,"Chi2","DAR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533319,"Gaussian","PoDAR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533326,"Chi2","PoDAR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533330,"Gaussian","NAR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5533337,"Chi2","NAR",100,0.4,100,0,553,"simulation-files/sim-files","sim_uSeed-5533337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-553.rds"
5541956,"Gaussian","BinAR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5541956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5541963,"Chi2","BinAR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5541963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5541967,"Gaussian","Chi2AR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5541967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5541974,"Chi2","Chi2AR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5541974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5541978,"Gaussian","DAR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5541978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5541985,"Chi2","DAR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5541985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5541989,"Gaussian","PoDAR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5541989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5541996,"Chi2","PoDAR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5541996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5542000,"Gaussian","NAR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5542000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5542007,"Chi2","NAR",100,0.4,30,0,554,"simulation-files/sim-files","sim_uSeed-5542007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-554.rds"
5543286,"Gaussian","BinAR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543293,"Chi2","BinAR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543297,"Gaussian","Chi2AR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543304,"Chi2","Chi2AR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543308,"Gaussian","DAR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543315,"Chi2","DAR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543319,"Gaussian","PoDAR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543326,"Chi2","PoDAR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543330,"Gaussian","NAR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5543337,"Chi2","NAR",100,0.4,100,0,554,"simulation-files/sim-files","sim_uSeed-5543337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-554.rds"
5551956,"Gaussian","BinAR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5551956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5551963,"Chi2","BinAR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5551963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5551967,"Gaussian","Chi2AR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5551967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5551974,"Chi2","Chi2AR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5551974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5551978,"Gaussian","DAR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5551978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5551985,"Chi2","DAR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5551985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5551989,"Gaussian","PoDAR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5551989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5551996,"Chi2","PoDAR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5551996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5552000,"Gaussian","NAR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5552000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5552007,"Chi2","NAR",100,0.4,30,0,555,"simulation-files/sim-files","sim_uSeed-5552007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-555.rds"
5553286,"Gaussian","BinAR",100,0.4,100,0,555,"simulation-files/sim-files","sim_uSeed-5553286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-555.rds"
5553293,"Chi2","BinAR",100,0.4,100,0,555,"simulation-files/sim-files","sim_uSeed-5553293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-555.rds"
5553297,"Gaussian","Chi2AR",100,0.4,100,0,555,"simulation-files/sim-files","sim_uSeed-5553297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-555.rds"
