"uSeed","l2.dist","Model","N","phi","T","sim.Seed","Rep","sim.Path","sim.File"
821989,"Gaussian","PoDAR",100,0.4,30,0,82,"simulation-files/sim-files","sim_uSeed-821989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-82.rds"
821996,"Chi2","PoDAR",100,0.4,30,0,82,"simulation-files/sim-files","sim_uSeed-821996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-82.rds"
822000,"Gaussian","NAR",100,0.4,30,0,82,"simulation-files/sim-files","sim_uSeed-822000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-82.rds"
822007,"Chi2","NAR",100,0.4,30,0,82,"simulation-files/sim-files","sim_uSeed-822007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-82.rds"
823286,"Gaussian","BinAR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823293,"Chi2","BinAR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823297,"Gaussian","Chi2AR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823304,"Chi2","Chi2AR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823308,"Gaussian","DAR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823315,"Chi2","DAR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823319,"Gaussian","PoDAR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823326,"Chi2","PoDAR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823330,"Gaussian","NAR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
823337,"Chi2","NAR",100,0.4,100,0,82,"simulation-files/sim-files","sim_uSeed-823337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds"
831956,"Gaussian","BinAR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-831956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
831963,"Chi2","BinAR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-831963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
831967,"Gaussian","Chi2AR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-831967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
831974,"Chi2","Chi2AR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-831974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
831978,"Gaussian","DAR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-831978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
831985,"Chi2","DAR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-831985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
831989,"Gaussian","PoDAR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-831989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
831996,"Chi2","PoDAR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-831996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
832000,"Gaussian","NAR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-832000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
832007,"Chi2","NAR",100,0.4,30,0,83,"simulation-files/sim-files","sim_uSeed-832007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-83.rds"
833286,"Gaussian","BinAR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833293,"Chi2","BinAR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833297,"Gaussian","Chi2AR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833304,"Chi2","Chi2AR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833308,"Gaussian","DAR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833315,"Chi2","DAR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833319,"Gaussian","PoDAR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833326,"Chi2","PoDAR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833330,"Gaussian","NAR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
833337,"Chi2","NAR",100,0.4,100,0,83,"simulation-files/sim-files","sim_uSeed-833337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds"
841956,"Gaussian","BinAR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-841956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
841963,"Chi2","BinAR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-841963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
841967,"Gaussian","Chi2AR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-841967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
841974,"Chi2","Chi2AR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-841974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
841978,"Gaussian","DAR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-841978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
841985,"Chi2","DAR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-841985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
841989,"Gaussian","PoDAR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-841989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
841996,"Chi2","PoDAR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-841996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
842000,"Gaussian","NAR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-842000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
842007,"Chi2","NAR",100,0.4,30,0,84,"simulation-files/sim-files","sim_uSeed-842007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-84.rds"
843286,"Gaussian","BinAR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843293,"Chi2","BinAR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843297,"Gaussian","Chi2AR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843304,"Chi2","Chi2AR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843308,"Gaussian","DAR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843315,"Chi2","DAR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843319,"Gaussian","PoDAR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843326,"Chi2","PoDAR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843330,"Gaussian","NAR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
843337,"Chi2","NAR",100,0.4,100,0,84,"simulation-files/sim-files","sim_uSeed-843337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds"
851956,"Gaussian","BinAR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-851956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
851963,"Chi2","BinAR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-851963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
851967,"Gaussian","Chi2AR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-851967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
851974,"Chi2","Chi2AR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-851974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
851978,"Gaussian","DAR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-851978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
851985,"Chi2","DAR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-851985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
851989,"Gaussian","PoDAR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-851989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
851996,"Chi2","PoDAR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-851996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
852000,"Gaussian","NAR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-852000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
852007,"Chi2","NAR",100,0.4,30,0,85,"simulation-files/sim-files","sim_uSeed-852007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-85.rds"
853286,"Gaussian","BinAR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853293,"Chi2","BinAR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853297,"Gaussian","Chi2AR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853304,"Chi2","Chi2AR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853308,"Gaussian","DAR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853315,"Chi2","DAR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853319,"Gaussian","PoDAR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853326,"Chi2","PoDAR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853330,"Gaussian","NAR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
853337,"Chi2","NAR",100,0.4,100,0,85,"simulation-files/sim-files","sim_uSeed-853337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds"
861956,"Gaussian","BinAR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-861956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
861963,"Chi2","BinAR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-861963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
861967,"Gaussian","Chi2AR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-861967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
861974,"Chi2","Chi2AR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-861974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
861978,"Gaussian","DAR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-861978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
861985,"Chi2","DAR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-861985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
861989,"Gaussian","PoDAR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-861989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
861996,"Chi2","PoDAR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-861996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
862000,"Gaussian","NAR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-862000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
862007,"Chi2","NAR",100,0.4,30,0,86,"simulation-files/sim-files","sim_uSeed-862007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-86.rds"
863286,"Gaussian","BinAR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863293,"Chi2","BinAR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863297,"Gaussian","Chi2AR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863304,"Chi2","Chi2AR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863308,"Gaussian","DAR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863315,"Chi2","DAR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863319,"Gaussian","PoDAR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863326,"Chi2","PoDAR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863330,"Gaussian","NAR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
863337,"Chi2","NAR",100,0.4,100,0,86,"simulation-files/sim-files","sim_uSeed-863337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds"
871956,"Gaussian","BinAR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-871956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
871963,"Chi2","BinAR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-871963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
871967,"Gaussian","Chi2AR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-871967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
871974,"Chi2","Chi2AR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-871974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
871978,"Gaussian","DAR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-871978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
871985,"Chi2","DAR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-871985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
871989,"Gaussian","PoDAR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-871989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
871996,"Chi2","PoDAR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-871996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
872000,"Gaussian","NAR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-872000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
872007,"Chi2","NAR",100,0.4,30,0,87,"simulation-files/sim-files","sim_uSeed-872007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-87.rds"
873286,"Gaussian","BinAR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873293,"Chi2","BinAR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873297,"Gaussian","Chi2AR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873304,"Chi2","Chi2AR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873308,"Gaussian","DAR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873315,"Chi2","DAR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873319,"Gaussian","PoDAR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873326,"Chi2","PoDAR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873330,"Gaussian","NAR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
873337,"Chi2","NAR",100,0.4,100,0,87,"simulation-files/sim-files","sim_uSeed-873337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds"
881956,"Gaussian","BinAR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-881956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
881963,"Chi2","BinAR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-881963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
881967,"Gaussian","Chi2AR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-881967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
881974,"Chi2","Chi2AR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-881974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
881978,"Gaussian","DAR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-881978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
881985,"Chi2","DAR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-881985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
881989,"Gaussian","PoDAR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-881989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
881996,"Chi2","PoDAR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-881996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
882000,"Gaussian","NAR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-882000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
882007,"Chi2","NAR",100,0.4,30,0,88,"simulation-files/sim-files","sim_uSeed-882007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-88.rds"
883286,"Gaussian","BinAR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883293,"Chi2","BinAR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883297,"Gaussian","Chi2AR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883304,"Chi2","Chi2AR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883308,"Gaussian","DAR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883315,"Chi2","DAR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883319,"Gaussian","PoDAR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883326,"Chi2","PoDAR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883330,"Gaussian","NAR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
883337,"Chi2","NAR",100,0.4,100,0,88,"simulation-files/sim-files","sim_uSeed-883337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds"
